Data,Codigo_municipio,area_colhida_em_hectares,quantidade_produzida_em_ton,valor_producao_em_mil_reais
2021,3539400,50,225,337
2022,3539400,50,225,217
2023,3539400,50,225,285
2020,3540408,50,180,135
2021,3540408,50,280,337
2013,3542107,50,250,122
2014,3542107,50,250,97
2015,3542107,50,250,104
2016,3542107,50,250,137
2017,3542107,50,250,98
2018,3542107,50,250,150
2019,3542107,50,250,125
2020,3542107,50,250,163
2021,3542107,50,250,313
2022,3542107,50,250,333
2016,3543600,50,240,91
2017,3543600,50,300,177
2018,3543600,50,240,139
2019,3543600,50,280,168
2020,3543600,50,253,172
2022,3543709,50,250,349
2014,3544251,50,147,65
2014,3544509,50,144,70
2020,3544509,50,240,184
2021,3545605,50,300,450
2022,3545605,50,300,480
2023,3545605,50,243,324
2013,3546702,50,230,100
2023,3547205,50,225,214
2014,3548203,50,100,41
2013,3548609,50,150,61
2014,3548609,50,150,61
2013,3549003,50,160,64
2016,3549250,50,240,157
2017,3549250,50,240,115
2018,3549250,50,210,122
2020,3549250,50,230,188
2015,3549300,50,210,75
2019,3549607,50,222,102
2020,3549607,50,220,198
2022,3549607,50,222,244
2023,3549607,50,222,174
2019,3551801,50,150,90
2020,3551801,50,150,120
2021,3551801,50,150,150
2022,3551801,50,150,180
2023,3551801,50,150,210
2013,3553104,50,255,103
2014,3555109,50,38,16
2019,3555109,50,210,126
2023,3555505,50,248,248
2014,3555901,50,120,58
2016,3555901,50,150,113
2021,3556909,50,210,231
2022,3557105,50,450,640
2022,3500907,400,2880,4320
2016,3501301,400,960,776
2021,3501301,400,2300,3450
2022,3501301,400,2400,3653
2023,3501301,400,2325,3626
2013,3501400,400,1920,847
2017,3501806,400,2880,1238
2018,3501806,400,2400,1296
2016,3502408,400,2040,1649
2015,3504206,400,1440,587
2017,3504206,400,1839,840
2023,3504404,400,1920,2089
2019,3505351,400,3200,1878
2020,3505351,400,3200,4800
2021,3505351,400,3200,5312
2021,3506102,400,2880,4234
2019,3506706,400,2040,1428
2020,3506706,400,2400,1819
2021,3506706,400,1680,2577
2022,3506706,400,2200,3075
2018,3507001,400,2400,1680
2019,3507001,400,2100,1575
2020,3507001,400,2000,1748
2014,3507407,400,2400,1079
2015,3507407,400,2400,878
2020,3507407,400,2000,1623
2018,3507803,400,1800,1107
2019,3507803,400,1800,992
2020,3507803,400,2160,3110
2021,3507803,400,2160,3443
2022,3507803,400,1920,3001
2023,3507803,400,1960,1976
2023,3509403,400,2298,2317
2013,3511300,400,1645,613
2019,3511508,400,2040,1530
2020,3511508,400,1587,1185
2017,3511607,400,4800,2208
2013,3512308,400,1600,781
2015,3512308,400,1600,664
2021,3512407,400,4080,5712
2014,3512704,400,1000,248
2015,3512704,400,1600,461
2014,3514304,400,1200,456
2015,3514403,400,1980,711
2015,3515202,400,1440,720
2016,3515202,400,1440,1200
2019,3515202,400,1400,840
2020,3515202,400,1520,1266
2021,3515202,400,840,1399
2022,3515202,400,960,1488
2023,3515202,400,960,1359
2016,3515350,400,1670,691
2013,3515657,400,1280,564
2017,3516200,400,2880,1679
2014,3516853,400,1600,595
2015,3517208,400,2880,1498
2016,3517802,400,1560,888
2017,3518909,400,1280,612
2014,3521101,400,1140,283
2015,3521101,400,1140,329
2016,3521101,400,1600,824
2013,3521150,400,1400,476
2018,3521903,400,1680,1064
2019,3521903,400,600,375
2020,3521903,400,2400,1999
2021,3521903,400,2400,3600
2022,3521903,400,2800,4480
2023,3521903,400,2800,3733
2018,3524501,400,3150,1695
2020,3524501,400,2370,1778
2022,3525201,400,2200,3300
2023,3525201,400,2200,3520
2018,3527801,400,1800,858
2014,3528205,400,1560,515
2018,3528304,400,2160,1253
2019,3529500,400,1680,773
2023,3529500,400,2640,3123
2019,3531308,400,2040,1224
2020,3531308,400,2000,1800
2021,3531308,400,2040,2142
2022,3531308,400,2040,2203
2023,3531308,400,2880,3686
2022,3531803,400,1600,1360
2021,3532207,400,1926,2712
2020,3532405,400,1440,1123
2019,3532603,400,1920,1108
2022,3532603,400,2640,3754
2017,3532827,400,2600,875
2020,3532868,400,1740,1380
2023,3532868,400,1620,1889
2018,3532900,400,1920,1329
2023,3532900,400,1920,1944
2019,3533502,400,2280,1303
2020,3533502,400,2280,1893
2021,3533502,400,2370,3555
2022,3533502,400,2700,4320
2023,3533502,400,2600,3136
2014,3533700,400,1800,621
2015,3533700,400,1440,497
2017,3533700,400,1440,324
2014,3534302,400,1920,751
2022,3534906,400,1678,2071
2014,3536000,400,2040,1020
2018,3536000,400,2400,1415
2023,3537305,400,2160,2178
2013,3537503,400,1920,937
2014,3537503,400,1920,747
2015,3537503,400,1920,797
2015,3538907,400,1400,574
2016,3538907,400,3200,1536
2017,3538907,400,3200,1440
2018,3539202,400,1400,582
2019,3539202,400,1400,582
2022,3539202,400,1398,2020
2019,3539608,400,2360,1416
2021,3539608,400,2280,3238
2023,3539608,400,2280,2964
2018,3539905,400,2400,1248
2019,3539905,400,1680,874
2022,3539905,400,2400,3600
2021,3540259,400,2400,2886
2014,3540309,400,2700,1032
2015,3541059,400,1920,922
2016,3541059,400,1920,1152
2021,3541059,400,1932,2569
2020,3541307,400,1810,2353
2021,3541307,400,1810,2484
2022,3541307,400,1440,2088
2014,3541505,400,1920,845
2016,3541505,400,1680,840
2023,3541505,400,3600,4320
2013,3543600,400,1800,693
2017,3543808,400,2400,1524
2019,3543808,400,1400,1050
2020,3543808,400,1400,1512
2021,3543808,400,1200,1800
2023,3543808,400,1800,2790
2023,3544806,400,2880,3744
2015,3546900,400,1860,585
2016,3546900,400,1860,940
2017,3546900,400,1860,848
2018,3546900,400,1860,1042
2019,3546900,400,1860,963
2020,3546900,400,1860,1439
2021,3546900,400,1560,2406
2023,3546900,400,1860,1883
2018,3549805,400,2050,1066
2018,3550001,400,2500,1560
2013,3551306,400,2160,798
2013,3552205,400,2650,1152
2015,3552205,400,2160,946
2016,3552205,400,2160,1372
2014,3552304,400,1440,651
2020,3552403,400,2756,1378
2019,3552700,400,1383,751
2021,3552700,400,1339,2054
2022,3552700,400,1680,2348
2023,3552700,400,1983,2008
2017,3553609,400,2700,1215
2018,3553609,400,2700,1620
2021,3553609,400,2000,3066
2020,3555307,400,1440,1075
2023,3555307,400,1520,1657
2022,3555356,400,2400,3600
2020,3555505,400,1520,1186
2021,3555505,400,1387,1082
2022,3555505,400,1409,1649
2013,3555604,400,1920,728
2015,3555604,400,2400,876
2018,3556107,400,2370,1324
2023,3557006,400,4320,4752
2019,3557105,400,2160,1247
2016,3557154,400,1860,1048
2014,3557303,400,1440,679
2015,3557303,400,2640,1160
2016,3557303,400,3400,2624
2019,3557303,400,2520,1437
2023,3500204,150,930,1103
2018,3500808,150,517,198
2019,3500808,150,517,198
2020,3500808,150,390,305
2021,3500808,150,295,443
2022,3500808,150,350,529
2017,3501400,150,1125,253
2021,3501509,150,540,540
2014,3502606,150,585,283
2015,3502606,150,585,249
2016,3502606,150,585,331
2019,3502606,150,600,388
2020,3502606,150,633,485
2013,3502754,150,540,238
2014,3502754,150,540,270
2015,3502754,150,540,227
2016,3502754,150,540,343
2017,3502754,150,540,213
2018,3502754,150,540,281
2019,3502754,150,730,385
2020,3502754,150,540,397
2022,3502754,150,540,819
2023,3502754,150,720,972
2016,3503604,150,630,416
2021,3503604,150,623,828
2023,3504800,150,900,1170
2017,3506201,150,900,377
2023,3506706,150,1062,1075
2023,3506805,150,810,1094
2020,3507159,150,930,1209
2021,3507159,150,930,1390
2022,3507159,150,930,1504
2023,3507159,150,930,1411
2018,3507704,150,510,305
2022,3507704,150,630,940
2016,3510401,150,540,296
2017,3510401,150,540,212
2018,3510401,150,540,324
2019,3510401,150,750,375
2020,3510401,150,540,351
2021,3510401,150,540,675
2022,3510401,150,600,800
2023,3510401,150,560,653
2018,3511300,150,900,484
2021,3512902,150,780,1137
2022,3512902,150,780,1109
2023,3512902,150,780,832
2013,3514205,150,440,176
2015,3514205,150,720,272
2014,3514502,150,478,182
2015,3514502,150,480,164
2015,3515905,150,810,330
2016,3515905,150,810,369
2023,3516507,150,810,810
2018,3517000,150,900,508
2020,3517505,150,1020,1020
2016,3518008,150,720,598
2015,3518107,150,900,390
2021,3518107,150,720,1080
2016,3518404,150,480,235
2023,3519105,150,1080,1407
2022,3519303,150,630,945
2013,3521200,150,360,167
2014,3521200,150,360,138
2015,3521200,150,360,138
2016,3521200,150,400,200
2017,3521200,150,400,260
2018,3521200,150,400,240
2019,3521200,150,400,240
2020,3521200,150,400,320
2021,3521200,150,400,440
2013,3521606,150,540,206
2015,3521606,150,570,273
2023,3522901,150,810,1094
2017,3523701,150,900,522
2019,3524006,150,300,72
2020,3524006,150,300,135
2013,3524402,150,450,180
2018,3524808,150,750,444
2021,3524808,150,630,733
2022,3525409,150,900,1440
2023,3525409,150,810,1053
2022,3525508,150,600,948
2023,3525508,150,600,579
2020,3525607,150,527,379
2021,3525607,150,525,725
2022,3525607,150,527,738
2022,3525805,150,900,810
2023,3525805,150,780,702
2019,3526001,150,450,270
2023,3526506,150,1080,918
2020,3526803,150,540,630
2020,3527504,150,705,548
2021,3527504,150,549,647
2022,3527504,150,550,644
2018,3527702,150,720,408
2020,3527801,150,700,595
2022,3527801,150,900,1080
2023,3527801,150,870,766
2021,3528205,150,720,480
2022,3528205,150,720,1122
2023,3528205,150,720,1020
2022,3531506,150,900,1242
2023,3531506,150,900,1290
2021,3531803,150,600,870
2013,3532108,150,630,307
2014,3532108,150,450,203
2019,3532504,150,675,392
2014,3533254,150,630,228
2015,3533254,150,630,252
2016,3533254,150,720,504
2017,3533254,150,900,420
2014,3533304,150,540,240
2021,3534104,150,540,540
2023,3534104,150,540,475
2018,3534302,150,600,304
2022,3534302,150,705,992
2023,3534302,150,780,710
2013,3535200,150,669,280
2013,3535408,150,585,216
2019,3535408,150,540,324
2013,3535705,150,720,245
2019,3535705,150,480,288
2020,3535705,150,720,600
2021,3535705,150,750,1125
2022,3535705,150,900,1440
2023,3535705,150,900,1200
2016,3536208,150,525,263
2017,3536208,150,525,315
2020,3537305,150,720,497
2019,3538105,150,450,281
2020,3538105,150,450,375
2018,3541109,150,530,327
2019,3541109,150,530,327
2023,3542008,150,675,1046
2013,3542503,150,1080,486
2022,3542909,150,1170,1802
2020,3543105,150,900,612
2021,3543105,150,1020,1530
2022,3543105,150,1050,1680
2023,3543105,150,990,1320
2019,3545605,150,375,234
2022,3546603,150,630,756
2013,3547601,150,630,251
2014,3547601,150,630,251
2015,3548302,150,556,182
2019,3549250,150,512,299
2023,3549250,150,660,835
2023,3549805,150,900,1170
2014,3550100,150,720,281
2015,3550100,150,540,259
2018,3550100,150,510,332
2019,3550100,150,510,301
2020,3550100,150,510,301
2021,3550100,150,540,718
2023,3550100,150,510,510
2015,3551801,150,360,138
2018,3551900,150,900,497
2014,3552403,150,540,261
2014,3552601,150,405,147
2017,3552601,150,1000,450
2018,3553104,150,900,502
2014,3554102,150,540,178
2015,3554102,150,550,204
2016,3554102,150,515,343
2017,3554102,150,792,507
2018,3555356,150,900,468
2019,3555356,150,900,481
2013,3555901,150,540,243
2014,3556305,150,900,389
2016,3556305,150,588,474
2020,3556800,150,720,534
2021,3556800,150,720,1070
2022,3556800,150,900,1244
2018,3556909,150,630,378
2016,3556958,150,720,504
2021,3557303,150,1080,1744
2023,3557303,150,1125,913
2019,3500204,250,1980,1089
2013,3500709,250,750,300
2014,3500709,250,799,328
2015,3500709,250,799,328
2023,3501400,250,1250,1100
2020,3501806,250,1500,1312
2021,3501806,250,1500,2187
2022,3501806,250,1500,2133
2020,3503356,250,875,945
2021,3503356,250,963,1396
2022,3503356,250,750,1125
2023,3503356,250,1125,1744
2013,3505401,250,210,80
2014,3505401,250,210,80
2015,3505401,250,210,80
2018,3505401,250,250,125
2023,3506003,250,1500,1979
2013,3507456,250,900,342
2014,3507456,250,800,328
2020,3507753,250,1020,800
2013,3508306,250,750,255
2019,3509502,250,1200,1120
2020,3509502,250,1200,1120
2021,3509502,250,1200,1918
2022,3514403,250,973,1314
2023,3514403,250,1125,900
2019,3515905,250,1050,606
2018,3516507,250,1500,900
2021,3516507,250,1200,1800
2022,3516804,250,1500,1610
2018,3517109,250,810,491
2020,3518008,250,900,750
2014,3518107,250,750,315
2023,3519006,250,1125,1744
2017,3519105,250,1500,649
2018,3519105,250,1800,1151
2019,3519105,250,1800,1151
2021,3519105,250,1875,2671
2015,3519253,250,1380,662
2021,3521150,250,1500,2130
2015,3524501,250,1140,413
2017,3524808,250,1110,453
2016,3525805,250,1200,480
2017,3525805,250,1200,270
2018,3525805,250,1500,600
2019,3525805,250,1050,446
2014,3526308,250,600,198
2019,3526308,250,1250,975
2020,3526308,250,1250,1500
2015,3526803,250,900,367
2013,3527603,250,1200,478
2014,3527603,250,1200,478
2015,3527603,250,960,470
2016,3527603,250,960,502
2023,3527603,250,1466,1478
2019,3528106,250,1200,672
2017,3528205,250,1500,646
2021,3528304,250,1500,2130
2021,3529500,250,1500,3675
2022,3532702,250,1200,1800
2023,3532702,250,1350,1755
2019,3532827,250,1550,919
2014,3532843,250,810,391
2018,3534005,250,1113,590
2021,3534005,250,1230,1757
2020,3534500,250,950,808
2021,3534500,250,930,930
2013,3534609,250,960,373
2014,3534609,250,520,222
2015,3534609,250,990,468
2016,3534609,250,990,502
2017,3534609,250,995,443
2018,3534609,250,990,434
2019,3534609,250,890,390
2013,3535903,250,1500,600
2017,3536901,250,800,346
2019,3536901,250,1300,780
2020,3536901,250,1300,1083
2016,3537503,250,1500,822
2017,3537503,250,1500,587
2018,3537503,250,1375,802
2019,3537503,250,1500,813
2020,3537503,250,1780,1330
2021,3537503,250,1873,2622
2022,3537503,250,1858,2973
2013,3537701,250,1200,471
2016,3537701,250,1170,624
2017,3537701,250,1200,488
2014,3540101,250,1440,640
2020,3540259,250,1500,1119
2017,3541109,250,1035,458
2017,3541406,250,750,281
2018,3541406,250,1080,683
2019,3541406,250,1080,683
2020,3541406,250,777,608
2016,3544806,250,1740,1238
2020,3544905,250,1095,856
2021,3544905,250,615,971
2022,3544905,250,1440,2016
2023,3544905,250,1335,1216
2013,3545001,250,900,360
2014,3545001,250,900,450
2015,3545001,250,900,450
2020,3546207,250,1545,1258
2015,3546256,250,750,368
2016,3546256,250,690,361
2017,3546256,250,705,293
2018,3546256,250,705,564
2019,3546256,250,1140,628
2020,3546256,250,1140,1642
2021,3546256,250,1140,1817
2022,3546256,250,850,1329
2023,3546256,250,898,905
2015,3547601,250,1050,515
2016,3547601,250,1050,549
2017,3547601,250,1050,436
2018,3547601,250,1050,646
2019,3547601,250,1050,579
2020,3547601,250,1050,1512
2021,3547601,250,1050,1674
2022,3547601,250,1050,1641
2023,3547601,250,1050,1059
2013,3548302,250,844,303
2013,3549508,250,1650,635
2020,3549508,250,1650,1139
2019,3550001,250,1350,905
2017,3550100,250,510,224
2019,3551306,250,1920,1108
2021,3551306,250,1890,2756
2022,3551306,250,2010,2858
2019,3551900,250,1050,565
2021,3551900,250,1200,1783
2022,3551900,250,1800,2489
2023,3551900,250,1200,1720
2021,3552403,250,2067,2894
2020,3552551,250,1832,1450
2019,3554904,250,1225,793
2021,3554904,250,1050,1011
2020,3555604,250,1500,1374
2021,3555604,250,1750,2485
2022,3555604,250,900,1350
2023,3555604,250,1125,1463
2017,3555703,250,1614,823
2015,3555802,250,1350,511
2016,3555802,250,1500,1150
2017,3555802,250,1500,623
2018,3555802,250,1500,900
2015,3556602,250,450,155
2016,3556602,250,900,360
2017,3556602,250,900,203
2018,3556602,250,900,360
2019,3556602,250,675,287
2020,3556602,250,825,701
2021,3556602,250,1500,1500
2022,3556602,250,1500,1800
2023,3556602,250,1300,1170
2020,3500204,85,636,477
2020,3500303,5000,38400,33562
2020,3500402,600,3600,3247
2020,3500550,5300,29905,33895
2020,3500758,1300,8520,7379
2020,3500907,350,2100,2100
2020,3501004,1547,13510,19454
2020,3501152,240,1200,882
2020,3501202,640,4674,4087
2020,3501301,525,3062,2397
2020,3501400,60,270,227
2020,3501509,260,939,798
2020,3501905,1120,5376,4240
2020,3502002,480,2376,1876
2020,3502101,1100,4740,3967
2020,3502200,5500,36945,32426
2020,3502408,765,3932,3069
2020,3502705,5000,36000,54000
2020,3502804,6400,25900,19893
2020,3502903,1450,8475,6308
2020,3503000,236,839,663
2020,3503109,5600,36240,44838
2020,3503158,25,100,91
2020,3503208,1100,6227,4731
2020,3503307,1500,10000,7975
2020,3503505,60,270,247
2020,3503604,30,108,64
2020,3503703,30,150,125
2020,3503802,1800,12001,9908
2020,3503950,1,4,3
2020,3504008,7895,37991,27360
2020,3504107,1100,5050,3960
2020,3504206,600,2340,1867
2020,3504503,7000,45450,58082
2020,3504701,40,192,159
2020,3504909,241,1060,965
2020,3505005,731,3982,3611
2020,3505104,180,378,261
2020,3505203,1350,8910,6237
2020,3505302,8,34,24
2020,3505401,160,160,120
2020,3505500,4000,23200,18939
2020,3505807,160,540,594
2020,3505906,2000,10500,15120
2020,3506102,465,3114,2327
2020,3506201,620,2438,1964
2020,3506300,2000,10596,9135
2020,3506409,2068,8686,7045
2020,3506508,6200,20820,15951
2020,3506805,350,1890,1323
2020,3507100,30,175,138
2020,3507308,60,342,239
2020,3507506,5225,22230,13116
2020,3507605,4000,24000,18720
2020,3507902,1303,7960,6159
2020,3508009,14710,88395,132593
2020,3508108,550,2082,1664
2020,3508306,30,117,94
2020,3508405,120,600,840
2020,3508702,700,3618,2921
2020,3508801,165,1296,1017
2020,3508900,460,1647,1290
2020,3509254,25,63,50
2020,3509403,800,4720,6797
2020,3509452,5700,41248,35478
2020,3509700,15,30,36
2020,3509809,10310,39984,31939
2020,3509908,5,11,8
2020,3510005,24100,87165,62846
2020,3510104,140,630,599
2020,3510153,1054,3246,2483
2020,3510203,17000,88266,132399
2020,3510302,950,5520,4164
2020,3510708,452,4390,3839
2020,3510807,10750,111431,89145
2020,3511102,5,25,21
2020,3511300,130,735,703
2020,3511409,5900,35625,40007
2020,3511607,1250,5371,4059
2020,3511706,140,653,457
2020,3511904,80,480,331
2020,3512001,450,2710,2235
2020,3512100,90,429,352
2020,3512209,1000,5700,4613
2020,3512308,240,1150,679
2020,3512407,800,8346,6872
2020,3512506,3500,16316,12481
2020,3512605,4000,21700,21700
2020,3512803,600,3860,3196
2020,3513207,1000,6800,4692
2020,3513306,8580,27744,21901
2020,3513405,61,274,249
2020,3513603,840,2688,2330
2020,3513702,850,5100,4553
2020,3513900,750,4900,3920
2020,3514007,40,180,171
2020,3514106,280,1428,1000
2020,3514205,30,126,94
2020,3514304,630,5090,4713
2020,3514601,72,360,272
2020,3514700,2050,8245,5858
2020,3514809,75,113,90
2020,3514908,600,3025,4235
2020,3514957,10,50,42
2020,3515103,4,23,19
2020,3515129,985,4608,3608
2020,3515152,1300,9625,7962
2020,3515186,1000,7200,6336
2020,3515194,650,2717,2110
2020,3515301,120,384,301
2020,3515350,800,4800,6240
2020,3515400,2800,16350,14090
2020,3515608,33,165,182
2020,3516002,700,2400,1082
2020,3516101,7070,31190,25716
2020,3516507,280,1512,1266
2020,3516606,650,2080,1768
2020,3516705,2500,11000,9350
2020,3516804,190,902,747
2020,3517109,120,564,389
2020,3517208,71,474,398
2020,3517307,225,810,606
2020,3517406,20300,127230,106895
2020,3517604,2500,12000,18000
2020,3517703,587,2591,1992
2020,3517901,885,4972,3923
2020,3518107,180,1404,1081
2020,3518206,2000,7650,6059
2020,3518404,190,608,527
2020,3518503,3250,24510,21126
2020,3518602,164,1052,795
2020,3518859,772,4632,6670
2020,3519006,480,1680,1873
2020,3519055,700,4950,3955
2020,3519204,90,371,403
2020,3519253,850,4745,5774
2020,3519303,105,420,401
2020,3519402,650,4550,4550
2020,3519501,6400,26880,19383
2020,3519600,800,4800,3895
2020,3519709,1700,9483,7045
2020,3519808,850,5100,5100
2020,3519907,11220,50635,49753
2020,3520004,3,13,9
2020,3520103,350,1755,1426
2020,3520301,40,120,90
2020,3520509,900,5400,8100
2020,3520608,122,414,324
2020,3520806,2,6,3
2020,3520905,800,4899,3870
2020,3521002,508,3386,2509
2020,3521150,220,1320,1320
2020,3521309,1923,9687,7351
2020,3521408,10,69,57
2020,3521507,1700,10296,8064
2020,3521606,130,536,242
2020,3521705,15000,99453,95209
2020,3521804,13500,90000,118800
2020,3522000,225,1485,1086
2020,3522158,45,158,237
2020,3522307,12000,80400,69234
2020,3522406,45500,329856,494784
2020,3522604,1280,7800,5843
2020,3522703,2100,10500,9450
2020,3522802,1000,6548,9272
2020,3522901,540,2754,1928
2020,3523008,1563,11996,9041
2020,3523206,7800,62760,94140
2020,3523404,1200,4320,2709
2020,3523503,2000,18000,10620
