Data,Codigo_municipio,area_colhida_em_hectares,quantidade_produzida_em_ton,valor_producao_em_mil_reais
2014,3507605,40,800,1038
2015,3507605,40,800,900
2016,3507605,40,560,700
2017,3507605,40,720,871
2018,3507605,40,720,864
2019,3507605,35,630,819
2020,3507605,35,630,1008
2021,3507605,35,630,2048
2022,3507605,35,630,1890
2023,3507605,35,630,1651
2013,3507704,120,840,672
2016,3507704,22,330,594
2017,3507704,40,600,1110
2018,3507704,55,825,1429
2020,3507704,70,1050,1355
2021,3507704,45,540,1431
2021,3507753,4,40,72
2022,3507753,4,32,64
2023,3507753,4,40,76
2013,3507803,14,87,50
2014,3507803,14,87,50
2015,3507803,16,158,100
2017,3507803,14,143,215
2018,3507803,14,143,96
2019,3507803,14,143,110
2020,3507803,14,143,88
2021,3507803,14,143,210
2022,3507803,14,143,121
2023,3507803,14,143,115
2013,3507902,80,1776,1513
2014,3507902,80,2200,1487
2015,3507902,60,1600,1186
2016,3507902,60,1391,1739
2017,3507902,90,2215,1808
2018,3507902,71,2500,2085
2019,3507902,76,2800,2579
2020,3507902,97,3900,3959
2021,3507902,96,3500,2950
2022,3507902,96,3800,4537
2023,3507902,80,2160,3888
2021,3508702,12,8,32
2023,3508702,12,246,1066
2023,3508801,28,700,1610
2020,3509106,25,375,656
2021,3509106,25,375,656
2022,3509106,25,375,656
2023,3509106,25,400,700
2013,3509254,4500,126000,56700
2014,3509254,4500,126000,100800
2015,3509254,4500,126000,107100
2016,3509254,4500,126000,189000
2017,3509254,4500,126000,214200
2018,3509254,4500,126000,176400
2019,3509254,4500,126000,176400
2020,3509254,4500,126000,182700
2021,3509254,4500,126000,182700
2022,3509254,4500,126000,201600
2023,3509254,4500,126000,264600
2013,3509502,76,2050,1517
2014,3509502,76,1845,1661
2015,3509502,76,2050,2025
2016,3509502,79,2180,1140
2017,3509502,70,2060,2019
2018,3509502,70,1750,2203
2019,3509502,72,1872,3276
2020,3509502,72,1872,3172
2021,3509502,72,1872,2959
2022,3509502,72,1818,3924
2023,3509502,72,1872,3802
2013,3509908,292,4378,1970
2014,3509908,292,4378,3502
2015,3509908,80,1200,600
2016,3509908,300,4500,5850
2017,3509908,300,4500,8100
2018,3509908,300,4500,6300
2019,3509908,262,3930,5502
2020,3509908,262,3930,5699
2021,3509908,262,3930,5699
2022,3509908,262,3930,6288
2023,3509908,262,3930,7467
2013,3510005,250,3750,2419
2014,3510005,250,3750,3000
2015,3510005,100,2500,2125
2016,3510005,100,2500,3808
2017,3510005,70,1750,1364
2018,3510005,70,1750,1419
2019,3510005,25,575,575
2020,3510005,25,575,773
2021,3510005,25,300,349
2022,3510005,25,425,565
2023,3510005,25,500,660
2013,3510500,40,580,580
2015,3510500,78,1560,624
2016,3510500,78,1580,4424
2017,3510500,79,1580,4740
2018,3510500,50,1200,4200
2019,3510500,60,1200,4200
2020,3510500,60,1200,2940
2021,3510500,70,840,1234
2022,3510500,70,840,2184
2023,3510500,70,490,2695
2017,3510708,159,1668,2252
2018,3510708,38,380,494
2019,3510708,183,1830,2564
2020,3510708,238,2440,3416
2021,3510708,108,1080,1671
2022,3510708,216,2160,4644
2023,3510708,230,2305,4614
2018,3510807,4,60,69
2019,3510807,4,82,96
2020,3510807,4,82,166
2021,3510807,4,82,107
2022,3510807,6,120,360
2023,3510807,6,120,240
2019,3510906,9,270,207
2020,3510906,9,270,166
2021,3510906,9,270,397
2022,3510906,9,330,347
2023,3510906,9,277,223
2022,3511300,4,66,164
2013,3511904,31,465,413
2014,3511904,50,700,1022
2018,3511904,45,675,1169
2019,3511904,100,1500,3281
2020,3511904,120,1800,2645
2021,3511904,190,2850,7555
2013,3512001,21,525,299
2014,3512001,50,1250,1064
2015,3512001,70,1750,1225
2016,3512001,56,672,847
2018,3512001,39,975,842
2019,3512001,35,875,849
2020,3512001,64,1920,1736
2021,3512001,70,2100,3100
2022,3512001,48,1296,2579
2023,3512001,96,2400,5094
2015,3512100,11,220,154
2016,3512100,11,220,172
2017,3512100,11,220,191
2018,3512100,11,220,204
2019,3512100,11,220,191
2020,3512100,11,220,172
2015,3512209,4,88,62
2016,3512209,4,112,178
2020,3512209,4,100,162
2021,3512209,4,112,181
2022,3512209,4,112,227
2023,3512209,4,112,231
2021,3512308,4,86,126
2013,3512407,18,450,371
2014,3512407,18,360,360
2015,3512407,18,360,216
2016,3512407,18,360,684
2017,3512407,22,660,918
2018,3512407,22,627,865
2019,3512407,22,513,739
2020,3512407,24,536,714
2021,3512407,24,555,1055
2022,3512407,24,552,1380
2023,3512407,24,556,1247
2013,3512506,29,435,391
2014,3512506,12,180,270
2015,3512506,17,255,333
2016,3512506,17,255,371
2018,3512506,6,120,122
2019,3512506,6,120,116
2013,3512803,12,360,268
2014,3512803,12,360,248
2015,3512803,12,360,216
2016,3512803,12,360,720
2017,3512803,12,360,395
2018,3512803,13,359,416
2019,3512803,9,184,279
2020,3512803,9,270,365
2013,3513306,24,288,353
2014,3513306,24,360,288
2013,3513405,40,680,237
2014,3513405,40,680,254
2015,3513405,40,680,262
2016,3513405,40,680,612
2017,3513405,40,680,279
2018,3513405,40,680,918
2019,3513405,40,680,748
2020,3513405,40,680,1156
2021,3513405,40,680,1768
2022,3513405,40,680,1904
2023,3513405,40,680,952
2022,3513702,50,600,1800
2013,3513850,55,825,637
2015,3513850,22,330,304
2017,3513850,48,720,868
2014,3514403,13,210,201
2015,3514403,13,250,194
2016,3514403,13,200,207
2017,3514403,13,200,213
2018,3514403,13,143,215
2019,3514403,13,143,143
2020,3514403,13,143,170
2021,3514403,13,162,250
2014,3514809,3960,68400,54720
2015,3514809,3900,68000,47600
2016,3514809,4000,100000,70000
2017,3514809,4000,100000,170000
2018,3514809,4000,100000,140000
2019,3514809,4000,90000,126000
2020,3514809,4000,90000,130500
2021,3514809,4000,96668,140169
2022,3514809,4150,95450,152720
2023,3514809,4150,96371,192742
2017,3514957,11,220,335
2021,3515152,16,480,1008
2023,3515152,16,480,1139
2015,3515186,32,480,294
2016,3515186,36,540,545
2018,3515186,38,570,282
2019,3515186,31,620,1023
2020,3515186,38,570,713
2021,3515186,38,570,1060
2022,3515186,38,570,1528
2023,3515186,38,1064,2022
2013,3515202,630,3800,3378
2014,3515202,300,3000,4266
2015,3515202,500,7500,4328
2016,3515202,500,7500,8850
2017,3515202,250,3900,5850
2018,3515202,200,2000,888
2019,3515202,200,2000,2204
2020,3515202,320,3200,4512
2021,3515202,320,4800,10666
2022,3515202,320,8000,17778
2023,3515202,320,8000,17776
2014,3515400,60,1085,977
2015,3515400,60,1085,705
2016,3515400,100,2000,2000
2017,3515400,100,2000,1908
2018,3515400,100,2000,3150
2019,3515400,110,2266,2493
2020,3515400,36,720,1260
2021,3515400,36,720,806
2022,3515400,36,720,1728
2023,3515400,36,720,1512
2013,3515509,300,3000,2664
2014,3515509,50,500,711
2015,3515509,140,2100,1212
2016,3515509,140,2100,2310
2017,3515509,80,1200,1711
2018,3515509,120,1200,533
2019,3515509,120,840,1260
2020,3515509,120,840,1184
2021,3515509,140,980,2178
2022,3515509,140,980,2185
2023,3515509,120,840,1865
2013,3515905,24,720,438
2014,3515905,24,720,648
2017,3515905,39,1170,913
2018,3515905,39,1170,1521
2019,3515905,12,360,504
2014,3516002,4,80,59
2016,3516002,9,180,180
2017,3516002,9,189,170
2018,3516002,11,220,201
2021,3516002,16,450,675
2014,3516101,4,100,80
2015,3516101,6,120,102
2016,3516101,6,120,101
2018,3516200,46,690,690
2019,3516200,46,690,690
2020,3516200,46,767,767
2021,3516200,35,438,876
2016,3516309,19,144,360
2017,3516309,19,72,79
2018,3516309,19,72,59
2019,3516309,19,72,83
2020,3516309,19,72,119
2021,3516309,19,72,113
2022,3516309,19,72,210
2023,3516309,19,72,174
2015,3516507,41,615,297
2016,3516507,41,615,882
2017,3516507,41,615,335
2018,3516804,104,2600,2600
2019,3516804,137,3425,3391
2020,3516804,145,2320,2506
2021,3516804,140,1988,3221
2013,3516903,45,900,533
2014,3516903,45,900,1172
2015,3516903,200,4400,3333
2016,3516903,235,4700,7006
2017,3516903,269,5380,6297
2018,3516903,269,5380,4842
2019,3516903,160,3200,3850
2020,3516903,160,3307,4631
2021,3516903,160,3200,4572
2022,3516903,70,1260,2822
2023,3516903,100,1800,3780
2013,3517000,115,2875,2013
2014,3517000,135,2700,3240
2015,3517000,50,1000,1200
2016,3517000,65,1625,2438
2017,3517000,60,1500,2041
2018,3517000,85,2125,3166
2019,3517000,105,2625,4673
2020,3517000,95,2375,4750
2021,3517000,105,2310,7161
2022,3517000,60,1380,4140
2023,3517000,17,391,1369
2013,3517109,24,360,202
2014,3517109,24,360,496
2021,3517109,25,250,663
2014,3517307,36,364,419
2015,3517307,166,2656,5153
2016,3517307,94,1410,2045
2017,3517307,48,480,934
2018,3517307,48,480,840
2013,3517505,6,150,77
2014,3517505,6,120,71
2017,3517505,57,912,808
2022,3517505,4,64,137
2023,3517505,4,80,178
2019,3517802,13,267,374
2020,3517802,13,267,288
2021,3517802,13,267,828
2022,3517802,13,267,828
2023,3517802,13,260,624
2013,3517901,4,60,37
2017,3518107,24,240,160
2018,3518107,24,240,408
2019,3518107,24,240,432
2020,3518107,24,240,504
2013,3518206,36,1080,571
2014,3518206,36,540,178
2015,3518206,36,1080,746
2013,3518404,80,1600,1360
2014,3518404,80,3200,2929
2015,3518404,80,800,400
2016,3518404,80,800,976
2017,3518404,80,800,400
2018,3518404,80,800,1200
2019,3518404,102,1020,1010
2020,3518404,102,1020,1457
2021,3518404,102,1020,1459
2022,3518404,102,1020,3205
2023,3518404,102,1020,1943
2019,3518909,60,900,1083
2020,3518909,90,1440,2045
2021,3518909,90,1440,2043
2022,3518909,90,1215,2722
2023,3518909,90,1410,2961
2013,3519006,48,744,357
2014,3519006,36,1260,416
2015,3519006,36,1300,1703
2017,3519006,16,480,466
2013,3519204,4,60,29
2014,3519204,36,280,92
2015,3519204,36,1206,1580
2017,3519204,14,455,441
2018,3519204,14,455,734
2019,3519204,14,420,525
2020,3519204,14,443,946
2016,3519253,6,90,225
2017,3519253,6,90,99
2015,3519600,70,1575,1188
2016,3519600,70,1260,1747
2017,3519600,70,1540,1725
2018,3519600,70,1540,1562
2019,3519600,72,1080,1388
2020,3519600,57,855,1416
2021,3519600,80,720,1279
2013,3519907,86,1204,1084
2014,3519907,86,1032,1127
2015,3519907,86,1307,1193
2013,3520301,1160,27845,12530
2014,3520301,1160,27845,22276
2015,3520301,1160,22845,11423
2016,3520301,800,19200,28800
2017,3520301,800,19200,32640
2018,3520301,800,19200,26880
2019,3520301,800,19200,26880
2020,3520301,800,19200,27840
2021,3520301,800,19200,27840
2022,3520301,800,19200,30720
2023,3520301,800,19200,38400
2013,3520400,250,2640,2112
2013,3520442,310,4650,2695
2014,3520442,310,4650,6004
2015,3520442,82,1230,976
2016,3520442,82,1230,1821
2017,3520442,82,1230,1362
2018,3520442,82,1230,1107
2019,3520442,200,3000,3595
2020,3520442,280,4200,5874
2021,3520442,300,3600,5106
2022,3520442,35,420,941
2023,3520442,40,480,1008
2013,3520608,17,300,254
2014,3520608,17,300,257
2015,3520608,17,300,236
2016,3520608,17,300,440
2017,3520608,17,285,276
2018,3520608,17,285,270
2019,3520608,17,285,270
2020,3520608,13,224,219
2021,3520608,19,326,750
2022,3520608,13,222,508
2023,3520608,19,327,745
2013,3520707,300,2700,2398
2014,3520707,150,1350,1920
2015,3520707,150,2300,1327
2016,3520707,80,1200,1332
2017,3520707,150,2200,3300
2018,3520707,80,800,355
2019,3520707,80,800,882
2020,3520707,80,1076,1517
2021,3520707,80,1025,2278
2022,3520707,80,720,1600
2023,3520707,80,720,1600
2020,3520905,6,120,186
2021,3520905,6,120,186
2022,3520905,6,120,130
2023,3520905,6,120,180
2013,3521002,13,260,122
2014,3521002,13,260,216
2015,3521002,40,1200,1080
2016,3521002,40,800,686
2017,3521002,40,800,1200
2019,3521002,40,800,1200
2020,3521002,40,800,992
2023,3521002,40,800,1680
2018,3521101,6,96,98
2019,3521101,6,96,99
2020,3521101,6,96,120
2021,3521101,4,64,86
2022,3521101,4,64,127
2013,3521200,100,2500,1125
2014,3521200,105,2625,2100
2016,3521200,100,1500,1800
2017,3521200,100,1500,2550
2018,3521200,100,1500,1950
2019,3521200,110,1650,2228
2020,3521200,110,1650,2310
2021,3521200,110,1650,2310
2022,3521200,110,1650,2475
2023,3521200,110,1650,3300
2018,3521408,6,167,227
2019,3521408,4,23,23
2020,3521408,4,99,134
2021,3521408,4,92,193
2022,3521408,4,92,221
2023,3521408,4,81,170
2013,3521507,40,680,479
2014,3521507,50,850,751
2015,3521507,65,1235,1014
2016,3521507,75,1425,1854
2017,3521507,90,1800,2017
2018,3521507,130,2600,2553
2019,3521507,130,2210,1989
2020,3521507,130,2210,2829
2021,3521507,130,2427,2837
2022,3521507,133,2394,4871
2023,3521507,115,1898,3380
2014,3521606,48,960,709
2015,3521606,45,900,664
2016,3521606,45,720,613
2017,3521606,45,765,690
2018,3521606,45,900,983
2019,3521606,45,927,808
2020,3521606,42,798,783
2021,3521606,45,1125,1744
2022,3521606,45,745,1043
2023,3521606,42,815,1223
2013,3521705,70,910,641
2014,3521705,100,1600,1840
2015,3521705,100,1800,1622
2016,3521705,48,1488,1339
2017,3521705,48,1488,1750
2018,3521705,100,1800,1900
2019,3521705,100,1800,2868
2020,3521705,100,1800,1373
2021,3521705,100,1800,2808
2022,3521705,100,1800,4287
2023,3521705,100,1850,2687
2013,3521804,140,4900,3430
2014,3521804,140,4900,2940
2015,3521804,140,4900,2940
2016,3521804,189,6555,16388
2017,3521804,190,5700,6270
2018,3521804,281,7201,8641
2019,3521804,281,8430,9273
2020,3521804,230,7360,12144
2021,3521804,190,2850,4275
2022,3521804,190,3420,6088
2023,3521804,190,3420,7079
2016,3521903,27,945,1514
2018,3521903,40,1400,1757
2019,3521903,40,1400,840
2020,3521903,40,1400,980
2021,3521903,40,1400,1896
2013,3522109,2832,48286,38629
2014,3522109,2400,36000,27000
2015,3522109,2300,41400,33120
2016,3522109,2000,34500,34500
2017,3522109,2300,57500,80500
2018,3522109,2310,41580,29106
2019,3522109,2300,41400,29808
2020,3522109,2315,41670,39587
2021,3522109,2330,41940,54522
2022,3522109,2350,42300,54990
2023,3522109,2350,42300,84600
2013,3522158,4,140,112
2022,3522158,6,78,78
2023,3522158,6,78,133
2017,3522307,100,2600,2590
2018,3522307,100,1500,1950
2019,3522307,150,3150,4568
2020,3522307,150,3150,3906
2021,3522307,150,2205,2977
2022,3522307,140,2940,7232
2023,3522307,150,3450,7763
2013,3522406,45,900,720
2014,3522406,50,1500,1245
2015,3522406,50,1750,1265
2016,3522406,50,1750,3029
2017,3522406,50,1750,1829
2018,3522406,50,1750,1733
2019,3522406,25,875,1050
2020,3522406,25,875,928
2021,3522406,50,1250,2500
2022,3522406,25,875,1768
2023,3522406,25,875,1488
2013,3522604,12,480,144
2014,3522604,12,384,296
2015,3522604,12,440,421
2016,3522604,12,480,974
2017,3522604,60,2400,2626
2018,3522604,11,165,160
2019,3522604,11,220,301
2020,3522604,11,220,356
2021,3522604,11,275,444
2022,3522604,11,238,483
2023,3522604,11,238,491
2014,3522653,32,644,535
2015,3522653,16,322,249
2016,3522703,14,315,252
2013,3522802,28,560,436
2014,3522802,22,660,343
2015,3522802,22,660,439
2016,3522802,145,4350,5743
2017,3522802,145,4350,5890
2018,3522802,50,1080,1922
2019,3522802,60,1800,2954
2020,3522802,80,2400,1831
2021,3522802,80,2400,3912
2022,3522802,80,2400,5040
2023,3522802,80,2400,3370
2015,3523008,18,180,114
2016,3523008,19,228,263
2017,3523008,36,432,497
2018,3523008,36,432,389
2019,3523008,24,288,345
2020,3523008,32,384,540
2021,3523008,32,384,545
2022,3523008,22,264,591
2023,3523008,36,432,907
2013,3523206,40,280,152
2014,3523206,40,300,180
2015,3523206,40,480,298
2016,3523206,40,480,480
2018,3523206,40,480,1104
2019,3523206,40,480,641
2020,3523206,40,480,720
2021,3523206,40,480,774
2022,3523206,40,480,1491
2023,3523206,40,520,725
2013,3523305,3570,64688,51750
2014,3523305,3765,75300,59562
2015,3523305,3325,66500,49875
2016,3523305,3835,76700,69414
2017,3523305,3325,65000,93914
2018,3523305,3000,60000,96000
2019,3523305,2800,56000,89600
2020,3523305,2812,56240,101232
2021,3523305,2827,56546,107437
2022,3523305,2800,55157,89620
2023,3523305,2800,55297,118889
2013,3523404,6,90,63
2014,3523404,6,90,81
2015,3523404,6,90,63
2017,3523404,6,90,104
2018,3523404,6,90,153
2019,3523404,6,90,153
2020,3523404,6,90,156
2021,3523404,6,90,163
2022,3523404,6,90,203
2023,3523404,11,143,300
2016,3523602,16,480,772
2017,3523602,16,320,490
2018,3523602,16,480,733
2019,3523701,32,960,960
2020,3523701,32,960,941
2021,3523701,32,576,1064
2022,3523701,32,320,722
2023,3523701,32,832,2080
2016,3524105,4,87,99
2017,3524105,4,87,156
2018,3524105,4,87,125
2019,3524105,4,87,77
2020,3524105,4,87,146
2013,3524402,40,1450,943
2014,3524402,40,1200,1128
2023,3524402,14,308,616
2019,3524501,16,256,328
2020,3524501,18,288,369
2013,3524600,3000,78000,35100
2014,3524600,3000,75000,60000
2015,3524600,3000,75000,63750
2016,3524600,3000,90000,135000
2017,3524600,3000,90000,162000
2018,3524600,3000,90000,126000
2019,3524600,3000,69000,103500
2020,3524600,3000,78000,117000
2021,3524600,3000,81000,117450
2022,3524600,3000,81000,129600
2023,3524600,3000,80001,160002
2013,3524709,11,220,132
2014,3524709,11,220,211
2015,3524709,11,220,185
2016,3524709,11,220,305
2017,3524709,11,220,245
2018,3524709,11,220,282
2019,3524709,11,220,282
2020,3524709,11,220,369
2021,3524709,11,220,402
2022,3524709,11,220,645
2023,3524709,11,220,551
2013,3524808,300,4500,3458
2014,3524808,250,3750,3469
2015,3524808,220,3300,3112
2016,3524808,200,3000,4476
2017,3524808,150,2250,2696
2018,3524808,150,2250,2781
2019,3524808,200,3000,4488
2020,3524808,200,3000,4479
2021,3524808,200,3000,5270
2022,3524808,200,3000,8003
2023,3524808,300,4500,9450
2014,3525300,16,480,324
2015,3525300,16,480,389
2016,3525300,19,608,763
2017,3525300,19,608,444
2018,3525300,19,437,353
2019,3525300,19,437,350
2020,3525300,19,475,458
2021,3525300,19,475,482
2022,3525300,19,462,508
2014,3525508,22,616,640
2015,3525508,33,924,1053
2016,3525508,33,693,899
2017,3525508,33,825,998
2018,3525508,43,1075,1333
2019,3525508,43,1075,1398
2020,3525508,43,1075,1720
2021,3525508,43,645,1157
2022,3525508,43,1075,3684
2023,3525508,43,1075,3031
2015,3525706,25,370,213
2017,3525706,25,500,418
2018,3525706,17,340,292
2020,3525706,40,800,784
2021,3525706,50,1000,1033
2022,3525706,50,1000,2045
2023,3525706,60,1200,1890
2016,3525805,75,1800,1440
2018,3525805,135,1350,1148
2019,3525805,100,1000,1600
2020,3525805,100,667,700
2021,3525805,100,889,1111
2022,3525805,100,1000,2000
2023,3525805,100,963,823
2013,3525904,28,644,528
2019,3525904,22,506,491
2020,3525904,22,506,506
2021,3525904,22,506,531
2022,3525904,22,506,886
2023,3525904,22,506,886
2013,3526001,45,900,828
2014,3526001,45,900,860
2015,3526001,45,750,536
2016,3526001,45,900,950
2017,3526001,27,540,495
2018,3526001,27,540,324
2019,3526001,35,525,525
2020,3526001,35,525,613
2021,3526001,28,518,777
2022,3526001,50,900,1514
2013,3526100,2170,50048,22522
2014,3526100,2170,50048,40038
2015,3526100,2100,50000,35000
2016,3526100,2200,50000,93000
2017,3526100,2256,51888,88210
2018,3526100,2236,44720,62608
2019,3526100,2012,46276,69414
2020,3526100,2000,46000,69000
2021,3526100,2000,45818,66436
2022,3526100,2000,45940,73504
2023,3526100,2000,45920,91840
2014,3526506,13,130,147
2016,3526506,13,260,390
2013,3526605,16,272,103
2014,3526605,16,272,99
2015,3526605,16,272,110
2013,3526704,94,2823,1976
2014,3526704,94,2350,1708
2015,3526704,94,1410,1974
2016,3526704,94,2820,4512
2017,3526704,110,3300,4198
2018,3526704,110,3300,3201
2019,3526704,75,2250,3425
2020,3526704,75,2250,3199
2021,3526704,105,2205,2929
2022,3526704,105,3150,6300
2023,3526704,85,2550,4636
2018,3526902,22,440,572
2019,3526902,29,348,516
2020,3526902,29,348,461
2021,3526902,29,348,731
2023,3527256,29,580,1218
2020,3527306,4,140,242
2021,3527306,4,140,254
2022,3527306,4,140,315
2023,3527306,4,140,210
2013,3527702,75,750,750
2014,3527702,50,750,1121
2015,3527702,40,600,828
2016,3527702,41,615,1107
2017,3527702,40,600,1110
2018,3527702,50,750,1299
2019,3527702,55,825,1804
2020,3527702,40,600,774
2021,3527702,23,345,915
2022,3527702,23,276,546
2020,3527801,6,60,72
2021,3527801,6,60,72
2022,3527801,6,60,53
2023,3527801,6,60,72
2013,3528205,60,480,427
2014,3528205,55,550,782
2015,3528205,50,725,418
2016,3528205,90,1350,1500
2017,3528205,80,1200,1800
2018,3528205,80,1350,599
2019,3528205,105,1050,1157
2020,3528205,280,2800,3948
2021,3528205,200,2000,4444
2022,3528205,200,2220,4884
2023,3528205,200,2000,4440
2016,3528304,34,850,1366
2017,3528304,29,696,800
2018,3528304,29,696,626
2019,3528304,85,1700,2025
2020,3528304,34,680,951
2022,3528304,17,425,952
2013,3528809,50,600,480
2014,3528809,50,600,702
2013,3529104,200,1600,1307
2014,3529104,200,1600,2219
2015,3529104,150,1200,1422
2016,3529104,100,800,1197
2017,3529104,70,560,717
2018,3529104,50,405,714
2019,3529104,50,500,552
2020,3529104,80,800,1072
2021,3529104,50,300,353
2015,3529500,33,594,327
2013,3529609,180,800,710
2014,3529609,60,480,683
2015,3529609,80,1200,692
2016,3529609,70,1100,1222
2017,3529609,80,1200,1800
2018,3529609,107,1070,482
2019,3529609,107,1070,1179
2020,3529609,107,1070,1509
2021,3529609,107,1070,2378
2022,3529609,107,1070,2419
2023,3529609,107,1070,2378
2018,3529658,6,120,150
2019,3529658,12,384,589
2020,3529658,12,384,572
2013,3529906,4800,158400,126720
2014,3529906,3800,95000,38000
2015,3529906,2250,33750,29700
2016,3529906,3800,57000,57000
2017,3529906,2250,36000,63000
2018,3529906,2250,33750,33750
2019,3529906,4500,67500,40500
2020,3529906,2250,34000,46240
2021,3529906,2250,34083,50073
2022,3529906,2250,36000,43200
2023,3529906,2500,50000,75000
2013,3530003,120,960,852
2014,3530003,140,1120,1593
2015,3530003,190,2800,1616
2016,3530003,200,2900,3222
2017,3530003,200,2900,4350
2018,3530003,200,2000,888
2019,3530003,200,2000,2204
2020,3530003,200,2000,2820
2021,3530003,118,708,314
2013,3530102,160,2400,1822
2014,3530102,155,2325,3092
2015,3530102,120,1800,1557
2016,3530102,120,1800,2700
2018,3530102,100,1500,1800
2019,3530102,95,1419,1987
2020,3530102,95,1419,2129
2021,3530102,95,1419,4399
2022,3530102,95,1419,4399
2023,3530102,110,1650,3960
2021,3530300,4,88,122
2016,3530409,6,35,45
2019,3530508,4,86,102
2020,3530508,4,86,138
2021,3530508,4,60,72
2022,3530508,4,60,180
2013,3530805,40,1800,540
2014,3530805,40,1440,1066
2015,3530805,40,1600,1519
2016,3530805,40,1600,3308
2017,3530805,50,2250,2462
2018,3530805,63,1260,1225
2019,3530805,63,1260,1726
2020,3530805,105,2310,3738
2021,3530805,105,3150,5030
2022,3530805,105,3675,7367
2023,3530805,105,3675,7589
2013,3531100,460,7348,5878
2014,3531100,460,7348,5812
2015,3531100,274,3288,2328
2016,3531100,274,3288,2926
2017,3531100,274,2740,3836
2018,3531100,6,72,132
2019,3531100,6,72,132
2020,3531100,6,72,132
2021,3531100,6,72,194
2022,3531100,6,72,203
2023,3531100,6,72,211
2013,3531209,11,220,157
2014,3531209,11,220,210
2015,3531209,11,220,185
2016,3531209,11,220,305
2017,3531209,11,220,245
2013,3531407,100,1700,1105
2014,3531407,70,1190,1071
2015,3531407,50,850,425
2017,3531407,25,425,332
2020,3531407,25,425,468
2013,3531506,9,39,39
2014,3531506,12,55,55
2015,3531506,14,84,84
2016,3531506,45,900,1035
2017,3531506,45,900,1350
2018,3531506,46,920,1380
2019,3531506,18,360,527
2021,3531506,13,325,572
2022,3531506,13,325,647
2023,3531506,13,325,669
2016,3531704,26,364,496
2017,3532058,6,96,130
2018,3532058,6,96,134
2019,3532058,6,119,221
2020,3532058,6,120,213
2021,3532058,6,120,262
2022,3532058,6,132,446
2023,3532058,6,136,411
2013,3532108,35,420,286
2014,3532108,35,140,158
2016,3532108,35,105,158
2021,3532306,40,800,2720
2022,3532306,50,1000,2500
2023,3532306,50,150,825
2018,3532405,9,135,162
2019,3532405,9,135,176
2020,3532405,9,135,216
2021,3532405,9,135,223
2022,3532405,9,135,333
2023,3532405,9,135,384
2013,3532843,280,3360,2821
2014,3532843,140,1400,1979
2015,3532843,170,1700,2046
2016,3532843,290,2900,3877
2017,3532843,220,2200,2900
2018,3532843,230,2300,4129
2019,3532843,200,2000,2206
2020,3532843,220,2200,3080
2021,3532843,180,1800,2156
2022,3532843,100,1000,2700
2023,3532843,100,1000,2590
2015,3532868,53,1060,918
2016,3532868,140,3080,4596
2017,3532868,73,1606,1837
2018,3532868,73,1606,1445
2019,3532868,80,1600,1925
2020,3532868,188,3760,5304
2021,3533304,128,2176,3656
2022,3533304,128,2176,4896
2023,3533304,128,2176,3264
2019,3533403,4,136,306
2020,3533403,4,136,187
2021,3533403,4,136,247
2022,3533403,4,136,275
2023,3533403,12,136,261
2013,3533502,80,1280,853
2014,3533502,80,1400,1189
2015,3533502,131,2620,2226
2016,3533502,131,2620,3643
2017,3533502,120,2400,2695
2018,3533502,131,2620,2338
2019,3533502,131,2686,2831
2020,3533502,100,2050,3249
2021,3533502,110,2420,4066
2022,3533502,110,2420,4840
2023,3533502,110,2420,6050
2017,3533700,4,32,35
2018,3533700,4,32,48
2020,3534609,60,1200,1177
2021,3534609,60,1500,2325
2022,3534609,60,1200,1800
2023,3534609,60,1200,1980
2013,3534757,120,960,852
2014,3534757,220,1760,581
2015,3534757,50,730,421
2016,3534757,100,1450,1595
2017,3534757,150,2200,3300
2018,3534757,38,557,247
2019,3534757,160,1600,2400
2020,3534757,160,1280,2394
2021,3534757,160,2088,4640
2022,3534757,160,2011,4469
2023,3534757,160,2011,4424
2014,3534906,6,111,82
2015,3534906,6,111,85
2016,3534906,6,132,143
2013,3535200,310,3100,2340
2014,3535200,310,3100,4299
2015,3535200,200,2000,2389
2016,3535200,150,1500,1986
2017,3535200,150,1500,1921
2018,3535200,432,4320,7620
2019,3535200,432,4320,4765
2020,3535200,472,4720,6608
2021,3535200,400,3200,3973
2022,3535200,100,1000,2700
2023,3535200,50,500,1294
2013,3535309,260,9100,5870
2014,3535309,260,7800,6240
2015,3535309,280,7636,6491
2016,3535309,300,4500,4405
2017,3535309,315,4725,3634
2018,3535309,272,4896,3972
2019,3535309,270,7560,10068
2020,3535309,270,7560,8916
2021,3535309,290,4640,4910
2022,3535309,92,2300,3057
2023,3535309,102,2550,3216
2014,3535606,18,216,179
2015,3535606,18,216,196
2016,3535606,18,180,245
2013,3535705,19,196,168
2014,3535705,21,840,777
2015,3535705,21,840,868
2016,3535705,13,520,804
2017,3535705,25,1000,1155
2018,3535705,6,240,281
2019,3535705,6,240,144
2020,3535705,6,150,105
2013,3535804,150,5250,3675
2014,3535804,150,5250,3150
2015,3535804,150,6000,4800
2016,3535804,150,5250,13125
2017,3535804,200,7325,8058
2018,3535804,200,6650,7980
2019,3535804,200,6000,7620
2020,3535804,200,5750,10350
2021,3535804,200,6650,13300
2022,3535804,200,6650,11837
2023,3535804,200,6650,13766
2016,3535903,14,770,1138
2017,3535903,14,770,890
2018,3535903,12,360,483
2019,3535903,32,1280,1907
